seed,method,lambda,gini,max_min_ratio,total_expected_production,mean_entropy,weakest_production,strongest_production,production_gap
1,WEIGHTED_RANDOM,0.0,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.0,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.08333333333333333,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.08333333333333333,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.08333333333333333,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.16666666666666666,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.16666666666666666,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.16666666666666666,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.25,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.25,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.25,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.3333333333333333,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.3333333333333333,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.3333333333333333,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.41666666666666663,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.41666666666666663,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.41666666666666663,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.5,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.5,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.5,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.5833333333333333,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.5833333333333333,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.5833333333333333,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.6666666666666666,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.6666666666666666,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.6666666666666666,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.75,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.75,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.75,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.8333333333333333,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.8333333333333333,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.8333333333333333,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,0.9166666666666666,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,0.9166666666666666,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,0.9166666666666666,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.0,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.0,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.0,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.0833333333333333,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.0833333333333333,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.0833333333333333,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.1666666666666665,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.1666666666666665,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.1666666666666665,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.25,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.25,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.25,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.3333333333333333,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.3333333333333333,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.3333333333333333,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.4166666666666665,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.4166666666666665,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.4166666666666665,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.5,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.5,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.5,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.5833333333333333,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.5833333333333333,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.5833333333333333,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.6666666666666665,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.6666666666666665,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.6666666666666665,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.75,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.75,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.75,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.8333333333333333,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.8333333333333333,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.8333333333333333,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,1.9166666666666665,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,1.9166666666666665,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,1.9166666666666665,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
1,RANDOM,2.0,0.3252032520325204,6.000000000000001,1.1388888888888888,0.9324606662652619,0.1111111111111111,0.6666666666666667,0.5555555555555556
1,WEIGHTED_RANDOM,2.0,0.08000000000000003,1.4285714285714288,1.3888888888888888,0.9748450196997377,0.38888888888888884,0.5555555555555556,0.16666666666666674
1,GREEDY,2.0,0.07960199004975127,1.4444444444444446,1.8611111111111112,1.3774970318507724,0.49999999999999994,0.7222222222222222,0.22222222222222227
2,LP,0.0,1.0720891907678767e-10,1.00000000048244,2.0555995354867265,1.5330288647126373,0.6851998449945574,0.6851998453251253,3.305679063814182e-10
2,LP,0.08333333333333333,8.257788751185771e-11,1.0000000003716005,2.0556080629974147,1.5330321829207645,0.6852026875165635,0.6852026877711852,2.5462165709200235e-10
2,LP,0.16666666666666666,2.479711535825943e-10,1.0000000011158703,2.0555964768931156,1.5330309235359616,0.6851988251540977,0.6851988259186906,7.645929445132538e-10
2,LP,0.25,9.014940013081436e-11,1.0000000004056724,2.0555892478073066,1.5330305361920156,0.6851964157516878,0.685196416029653,2.779652064077709e-10
2,LP,0.3333333333333333,6.577295014274752e-11,1.0000000002959784,2.0555877677221686,1.5330300245385526,0.6851959224738875,0.6851959226766906,2.028031076406478e-10
2,LP,0.41666666666666663,5.653582796546035e-11,1.0000000002544112,2.055622072379556,1.5330300796938579,0.6852073573928416,0.685207357567166,1.7432444376908052e-10
2,LP,0.5,6.618609717964664e-11,1.0000000002978375,2.0556076944338977,1.5330305541603844,0.6852025646897516,0.6852025648938306,2.0407897594054702e-10
2,LP,0.5833333333333333,2.0101896302604432e-10,1.0000000009045853,2.045438426026534,1.5424907253708142,0.6818128083673113,0.6818128089840692,6.167578670002172e-10
2,LP,0.6666666666666666,1.1630061851733014e-10,1.0000000005233527,2.037578394053625,1.548952418866259,0.6791927977869783,0.6791927981424357,3.5545744125897727e-10
2,LP,0.75,3.7898162317604014e-11,1.0000000001705418,2.031541045489527,1.5534689937641346,0.6771803484444583,0.6771803485599458,1.1548750844525557e-10
2,LP,0.8333333333333333,3.876256913063549e-11,1.0000000001744316,2.0266452070095364,1.5567501425694392,0.6755484022897545,0.6755484024075915,1.1783696240996733e-10
2,LP,0.9166666666666666,6.59479753718787e-11,1.000000000296766,2.0219137156925364,1.5595369218262973,0.6739712384646585,0.6739712386646701,2.0001167388983276e-10
2,LP,1.0,6.106561771464437e-11,1.0000000002747953,2.0177971333876363,1.5618799697276817,0.6725990443784149,0.6725990445632419,1.8482704255973204e-10
2,LP,1.0833333333333333,4.8864889447350544e-11,1.000000000219892,2.014028416757694,1.5637319813839017,0.6713428055223499,0.6713428056699728,1.4762291389303073e-10
2,LP,1.1666666666666665,6.577514243370983e-11,1.0000000002959881,2.0111914495127627,1.5652054543485054,0.6703971497419884,0.670397149940418,1.9842960607974192e-10
2,LP,1.25,6.850087373131845e-11,1.0000000003082539,2.0024040409082127,1.5699531923785166,0.6674680135544212,0.6674680137601708,2.0574963954800296e-10
2,LP,1.3333333333333333,4.60593471298313e-11,1.000000000207267,1.9950214389909664,1.573938806322407,0.6650071462685591,0.6650071464063931,1.3783407748491072e-10
2,LP,1.4166666666666665,1.1635979879681316e-10,1.0000000005236191,1.9881600946791218,1.5772361441379106,0.6627200314081523,0.6627200317551651,3.470128628890734e-10
2,LP,1.5,2.5100457623029666e-10,1.0000000011295207,1.982379269565103,1.5800008716298086,0.6607930894094004,0.6607930901557798,7.463794027273707e-10
2,LP,1.5833333333333333,8.434594622533284e-11,1.0000000003795568,1.9770510132388233,1.5823401459645676,0.6590170042476402,0.6590170044977746,2.501343576710724e-10
2,LP,1.6666666666666665,9.237377780462955e-11,1.000000000415682,1.972251714897948,1.5843379769862196,0.6574172381982559,0.6574172384715324,2.7327651253017393e-10
2,LP,1.75,8.017227484468918e-11,1.0000000003607752,1.967905062683229,1.5860579779589041,0.6559683540988281,0.6559683543354853,2.366571383305427e-10
2,LP,1.8333333333333333,8.437786670939745e-11,1.0000000003797005,1.963833047002777,1.587550988994593,0.6546110155232677,0.6546110157718238,2.4855606461926527e-10
2,LP,1.9166666666666665,6.458748685965575e-11,1.0000000002906437,1.960248732737425,1.5888528266813484,0.6534162441245881,0.6534162443144994,1.8991130890100294e-10
2,LP,2.0,7.140065855681076e-11,1.000000000321303,1.9570615351276597,1.5899943991762733,0.6523538449467323,0.6523538451563355,2.0960322366647688e-10
2,RANDOM,0.0,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.0,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.0,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.08333333333333333,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.08333333333333333,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.08333333333333333,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.16666666666666666,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.16666666666666666,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.16666666666666666,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.25,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.25,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.25,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.3333333333333333,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.3333333333333333,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.3333333333333333,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.41666666666666663,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.41666666666666663,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.41666666666666663,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.5,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.5,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.5,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.5833333333333333,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.5833333333333333,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.5833333333333333,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.6666666666666666,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.6666666666666666,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.6666666666666666,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.75,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.75,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.75,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.8333333333333333,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.8333333333333333,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.8333333333333333,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,0.9166666666666666,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,0.9166666666666666,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,0.9166666666666666,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,1.0,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,1.0,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,1.0,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,1.0833333333333333,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,1.0833333333333333,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,1.0833333333333333,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,1.1666666666666665,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,1.1666666666666665,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,1.1666666666666665,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,1.25,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
2,WEIGHTED_RANDOM,1.25,0.052083333333333315,1.263157894736842,1.7777777777777777,1.0717095840499546,0.5277777777777778,0.6666666666666666,0.13888888888888884
2,GREEDY,1.25,0.05405405405405408,1.272727272727273,2.055555555555556,1.3874121908843076,0.611111111111111,0.7777777777777778,0.16666666666666674
2,RANDOM,1.3333333333333333,0.28070175438596495,3.2857142857142856,1.0555555555555554,1.0142861861466428,0.19444444444444445,0.6388888888888888,0.4444444444444444
