seed,method,lambda,player_index,expected_production,entropy,gap_from_max
1,WEIGHTED_RANDOM,1.1111111111111112,0,0.4444444444444445,1.094780226007948,0.1111111111111111
1,WEIGHTED_RANDOM,1.1111111111111112,1,0.38888888888888884,0.8921178708188162,0.16666666666666674
1,WEIGHTED_RANDOM,1.1111111111111112,2,0.5555555555555556,0.9376369622724492,0.0
1,GREEDY,1.1111111111111112,0,0.7222222222222222,1.3061066090853948,0.0
1,GREEDY,1.1111111111111112,1,0.6388888888888888,1.5839311615729226,0.08333333333333337
1,GREEDY,1.1111111111111112,2,0.49999999999999994,1.2424533248940002,0.22222222222222227
1,RANDOM,1.3333333333333333,0,0.3611111111111111,1.0928305535284886,0.30555555555555564
1,RANDOM,1.3333333333333333,1,0.1111111111111111,0.6931471805599453,0.5555555555555556
1,RANDOM,1.3333333333333333,2,0.6666666666666667,1.0114042647073518,0.0
1,WEIGHTED_RANDOM,1.3333333333333333,0,0.4444444444444445,1.094780226007948,0.1111111111111111
1,WEIGHTED_RANDOM,1.3333333333333333,1,0.38888888888888884,0.8921178708188162,0.16666666666666674
1,WEIGHTED_RANDOM,1.3333333333333333,2,0.5555555555555556,0.9376369622724492,0.0
1,GREEDY,1.3333333333333333,0,0.7222222222222222,1.3061066090853948,0.0
1,GREEDY,1.3333333333333333,1,0.6388888888888888,1.5839311615729226,0.08333333333333337
1,GREEDY,1.3333333333333333,2,0.49999999999999994,1.2424533248940002,0.22222222222222227
1,RANDOM,1.5555555555555554,0,0.3611111111111111,1.0928305535284886,0.30555555555555564
1,RANDOM,1.5555555555555554,1,0.1111111111111111,0.6931471805599453,0.5555555555555556
1,RANDOM,1.5555555555555554,2,0.6666666666666667,1.0114042647073518,0.0
1,WEIGHTED_RANDOM,1.5555555555555554,0,0.4444444444444445,1.094780226007948,0.1111111111111111
1,WEIGHTED_RANDOM,1.5555555555555554,1,0.38888888888888884,0.8921178708188162,0.16666666666666674
1,WEIGHTED_RANDOM,1.5555555555555554,2,0.5555555555555556,0.9376369622724492,0.0
1,GREEDY,1.5555555555555554,0,0.7222222222222222,1.3061066090853948,0.0
1,GREEDY,1.5555555555555554,1,0.6388888888888888,1.5839311615729226,0.08333333333333337
1,GREEDY,1.5555555555555554,2,0.49999999999999994,1.2424533248940002,0.22222222222222227
1,RANDOM,1.7777777777777777,0,0.3611111111111111,1.0928305535284886,0.30555555555555564
1,RANDOM,1.7777777777777777,1,0.1111111111111111,0.6931471805599453,0.5555555555555556
1,RANDOM,1.7777777777777777,2,0.6666666666666667,1.0114042647073518,0.0
1,WEIGHTED_RANDOM,1.7777777777777777,0,0.4444444444444445,1.094780226007948,0.1111111111111111
1,WEIGHTED_RANDOM,1.7777777777777777,1,0.38888888888888884,0.8921178708188162,0.16666666666666674
1,WEIGHTED_RANDOM,1.7777777777777777,2,0.5555555555555556,0.9376369622724492,0.0
1,GREEDY,1.7777777777777777,0,0.7222222222222222,1.3061066090853948,0.0
1,GREEDY,1.7777777777777777,1,0.6388888888888888,1.5839311615729226,0.08333333333333337
1,GREEDY,1.7777777777777777,2,0.49999999999999994,1.2424533248940002,0.22222222222222227
1,RANDOM,2.0,0,0.3611111111111111,1.0928305535284886,0.30555555555555564
1,RANDOM,2.0,1,0.1111111111111111,0.6931471805599453,0.5555555555555556
1,RANDOM,2.0,2,0.6666666666666667,1.0114042647073518,0.0
1,WEIGHTED_RANDOM,2.0,0,0.4444444444444445,1.094780226007948,0.1111111111111111
1,WEIGHTED_RANDOM,2.0,1,0.38888888888888884,0.8921178708188162,0.16666666666666674
1,WEIGHTED_RANDOM,2.0,2,0.5555555555555556,0.9376369622724492,0.0
1,GREEDY,2.0,0,0.7222222222222222,1.3061066090853948,0.0
1,GREEDY,2.0,1,0.6388888888888888,1.5839311615729226,0.08333333333333337
1,GREEDY,2.0,2,0.49999999999999994,1.2424533248940002,0.22222222222222227
2,LP,0.0,0,0.6851998451670437,1.533028864538431,1.5808165887420955e-10
2,LP,0.0,1,0.6851998453251253,1.5330288647964394,0.0
2,LP,0.0,2,0.6851998449945574,1.533028864803042,3.305679063814182e-10
2,LP,0.2222222222222222,0,0.6851972909337449,1.5330308245926292,3.201944265285306e-10
2,LP,0.2222222222222222,1,0.6851972909262156,1.5330308245846382,3.2772373703693347e-10
2,LP,0.2222222222222222,2,0.6851972912539394,1.5330308245108806,0.0
2,LP,0.4444444444444444,0,0.6852076559030054,1.5330301576945247,0.0
2,LP,0.4444444444444444,1,0.6852076557614847,1.5330301577574497,1.4152068406048102e-10
2,LP,0.4444444444444444,2,0.6852076558776217,1.5330301577488656,2.538369514581973e-11
2,LP,0.6666666666666666,0,0.6791927981242112,1.548952418837264,1.822453299382687e-11
2,LP,0.6666666666666666,1,0.6791927977869783,1.5489524189062776,3.5545744125897727e-10
2,LP,0.6666666666666666,2,0.6791927981424357,1.5489524188552346,0.0
2,LP,0.8888888888888888,0,0.6745073369980357,1.5586106239421988,0.0
2,LP,0.8888888888888888,1,0.6745073368131799,1.5586106239573594,1.8485579733606983e-10
2,LP,0.8888888888888888,2,0.67450733654743,1.558610623942272,4.5060566389309997e-10
2,LP,1.1111111111111112,0,0.6710013642451458,1.5642580104075217,2.8177926658656816e-10
2,LP,1.1111111111111112,1,0.671001364526925,1.5642580103498664,0.0
2,LP,1.1111111111111112,2,0.6710013644426004,1.5642580103537576,8.432465836705205e-11
2,LP,1.3333333333333333,0,0.6650071462685591,1.573938806306739,1.3783407748491072e-10
2,LP,1.3333333333333333,1,0.6650071464063931,1.5739388063284379,0.0
2,LP,1.3333333333333333,2,0.6650071463160143,1.5739388063320434,9.037881554263549e-11
2,LP,1.5555555555555554,0,0.6595879493857497,1.5816019668684138,0.0
2,LP,1.5555555555555554,1,0.6595879491402733,1.581601966930371,2.4547641697125755e-10
2,LP,1.5555555555555554,2,0.6595879490660654,1.581601966891306,3.196842790487153e-10
2,LP,1.7777777777777777,0,0.6555153141276528,1.586578437962278,0.0
2,LP,1.7777777777777777,1,0.6555153139617635,1.5865784379467034,1.6588930229488597e-10
2,LP,1.7777777777777777,2,0.6555153137416221,1.5865784379660683,3.8603076291110483e-10
2,LP,2.0,0,0.6523538449467323,1.5899943991646837,2.0960322366647688e-10
2,LP,2.0,1,0.6523538450245919,1.58999439917867,1.3174361601642204e-10
2,LP,2.0,2,0.6523538451563355,1.5899943991854664,0.0
2,RANDOM,0.0,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,0.0,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,0.0,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,0.0,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,0.0,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,0.0,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,0.0,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,0.0,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,0.0,2,0.611111111111111,1.2734030910209602,0.16666666666666674
2,RANDOM,0.2222222222222222,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,0.2222222222222222,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,0.2222222222222222,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,0.2222222222222222,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,0.2222222222222222,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,0.2222222222222222,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,0.2222222222222222,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,0.2222222222222222,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,0.2222222222222222,2,0.611111111111111,1.2734030910209602,0.16666666666666674
2,RANDOM,0.4444444444444444,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,0.4444444444444444,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,0.4444444444444444,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,0.4444444444444444,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,0.4444444444444444,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,0.4444444444444444,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,0.4444444444444444,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,0.4444444444444444,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,0.4444444444444444,2,0.611111111111111,1.2734030910209602,0.16666666666666674
2,RANDOM,0.6666666666666666,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,0.6666666666666666,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,0.6666666666666666,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,0.6666666666666666,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,0.6666666666666666,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,0.6666666666666666,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,0.6666666666666666,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,0.6666666666666666,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,0.6666666666666666,2,0.611111111111111,1.2734030910209602,0.16666666666666674
2,RANDOM,0.8888888888888888,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,0.8888888888888888,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,0.8888888888888888,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,0.8888888888888888,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,0.8888888888888888,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,0.8888888888888888,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,0.8888888888888888,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,0.8888888888888888,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,0.8888888888888888,2,0.611111111111111,1.2734030910209602,0.16666666666666674
2,RANDOM,1.1111111111111112,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,1.1111111111111112,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,1.1111111111111112,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,1.1111111111111112,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,1.1111111111111112,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,1.1111111111111112,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,1.1111111111111112,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,1.1111111111111112,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,1.1111111111111112,2,0.611111111111111,1.2734030910209602,0.16666666666666674
2,RANDOM,1.3333333333333333,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,1.3333333333333333,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,1.3333333333333333,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,1.3333333333333333,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,1.3333333333333333,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,1.3333333333333333,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,1.3333333333333333,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,1.3333333333333333,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,1.3333333333333333,2,0.611111111111111,1.2734030910209602,0.16666666666666674
2,RANDOM,1.5555555555555554,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,1.5555555555555554,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,1.5555555555555554,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,1.5555555555555554,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,1.5555555555555554,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,1.5555555555555554,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,1.5555555555555554,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,1.5555555555555554,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,1.5555555555555554,2,0.611111111111111,1.2734030910209602,0.16666666666666674
2,RANDOM,1.7777777777777777,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,1.7777777777777777,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,1.7777777777777777,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,1.7777777777777777,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,1.7777777777777777,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,1.7777777777777777,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,1.7777777777777777,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,1.7777777777777777,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,1.7777777777777777,2,0.611111111111111,1.2734030910209602,0.16666666666666674
2,RANDOM,2.0,0,0.19444444444444445,1.0789922078775833,0.4444444444444444
2,RANDOM,2.0,1,0.6388888888888888,1.3023031124043634,0.0
2,RANDOM,2.0,2,0.2222222222222222,0.6615632381579819,0.41666666666666663
2,WEIGHTED_RANDOM,2.0,0,0.5833333333333334,1.555265503074954,0.08333333333333326
2,WEIGHTED_RANDOM,2.0,1,0.5277777777777778,0.5763341277567499,0.13888888888888884
2,WEIGHTED_RANDOM,2.0,2,0.6666666666666666,1.0835291213181606,0.0
2,GREEDY,2.0,0,0.7777777777777778,1.2914167691452025,0.0
2,GREEDY,2.0,1,0.6666666666666667,1.5974167124867595,0.11111111111111105
2,GREEDY,2.0,2,0.611111111111111,1.2734030910209602,0.16666666666666674
3,LP,0.0,0,0.6018696571688532,1.4025683903378543,2.7755986398148025e-10
3,LP,0.0,1,0.6018696574464131,1.4025683906890618,0.0
3,LP,0.0,2,0.6018696574181615,1.4025683907169715,2.8251623263031433e-11
3,LP,0.2222222222222222,0,0.6018691857588332,1.4025687074305209,8.603007195517876e-11
3,LP,0.2222222222222222,1,0.6018691858448633,1.4025687075989026,0.0
3,LP,0.2222222222222222,2,0.6018691854322341,1.4025687075612314,4.1262915306816694e-10
3,LP,0.4444444444444444,0,0.5826554492578999,1.5257418485527694,0.0
3,LP,0.4444444444444444,1,0.5826554491270384,1.5257418483835503,1.3086154382335735e-10
3,LP,0.4444444444444444,2,0.5826554490127807,1.5257418484661125,2.4511925822423564e-10
3,LP,0.6666666666666666,0,0.5717002090331205,1.5693611761571358,2.0139989675982406e-10
3,LP,0.6666666666666666,1,0.5717002089823517,1.5693611761638755,2.5216861931909307e-10
3,LP,0.6666666666666666,2,0.5717002092345204,1.5693611761215345,0.0
3,LP,0.8888888888888888,0,0.5660567922161577,1.5861259394949212,2.2007951017144478e-10
3,LP,0.8888888888888888,1,0.5660567924362372,1.5861259394926304,0.0
3,LP,0.8888888888888888,2,0.5660567922592797,1.5861259395142455,1.7695744869428154e-10
3,LP,1.1111111111111112,0,0.564832776118057,1.5891847129416286,0.0
3,LP,1.1111111111111112,1,0.5648327760515153,1.5891847129169718,6.654177209242107e-11
3,LP,1.1111111111111112,2,0.5648327759207439,1.5891847128902155,1.9731316580617886e-10
3,LP,1.3333333333333333,0,0.5625527448933434,1.5934469982784627,3.181012120379023e-10
3,LP,1.3333333333333333,1,0.5625527452114446,1.5934469983213337,0.0
3,LP,1.3333333333333333,2,0.5625527444994816,1.5934469982490258,7.119630440755031e-10
3,LP,1.5555555555555554,0,0.5601027360355623,1.5975044209854437,2.2406021482623828e-10
3,LP,1.5555555555555554,1,0.5601027360366865,1.597504420991383,2.2293600299150285e-10
3,LP,1.5555555555555554,2,0.5601027362596225,1.5975044209869858,0.0
3,LP,1.7777777777777777,0,0.5582681623492654,1.600190676825779,1.560698237312863e-10
3,LP,1.7777777777777777,1,0.5582681625053352,1.6001906768048353,0.0
3,LP,1.7777777777777777,2,0.55826816233676,1.6001906768281253,1.6857515383605914e-10
3,LP,2.0,0,0.5568387253507092,1.602060760549815,0.0
3,LP,2.0,1,0.5568387252190156,1.6020607605517982,1.316936559803139e-10
3,LP,2.0,2,0.5568387250116911,1.6020607605552846,3.3901814688874765e-10
3,RANDOM,0.0,0,0.4444444444444445,0.9470571522825083,0.16666666666666669
3,RANDOM,0.0,1,0.6111111111111112,1.1178039622625855,0.0
3,RANDOM,0.0,2,0.3055555555555556,0.6890092384766586,0.3055555555555556
3,WEIGHTED_RANDOM,0.0,0,0.4444444444444445,1.5154125178887332,0.0
3,WEIGHTED_RANDOM,0.0,1,0.41666666666666663,1.5065950881316383,0.027777777777777846
3,WEIGHTED_RANDOM,0.0,2,0.41666666666666663,1.0096137581740383,0.027777777777777846
3,GREEDY,0.0,0,0.7222222222222222,0.8828275435751074,0.0
3,GREEDY,0.0,1,0.5555555555555556,1.0670938948757507,0.16666666666666663
3,GREEDY,0.0,2,0.49999999999999994,1.276257364236179,0.22222222222222227
3,RANDOM,0.2222222222222222,0,0.4444444444444445,0.9470571522825083,0.16666666666666669
3,RANDOM,0.2222222222222222,1,0.6111111111111112,1.1178039622625855,0.0
3,RANDOM,0.2222222222222222,2,0.3055555555555556,0.6890092384766586,0.3055555555555556
3,WEIGHTED_RANDOM,0.2222222222222222,0,0.4444444444444445,1.5154125178887332,0.0
3,WEIGHTED_RANDOM,0.2222222222222222,1,0.41666666666666663,1.5065950881316383,0.027777777777777846
3,WEIGHTED_RANDOM,0.2222222222222222,2,0.41666666666666663,1.0096137581740383,0.027777777777777846
3,GREEDY,0.2222222222222222,0,0.7222222222222222,0.8828275435751074,0.0
3,GREEDY,0.2222222222222222,1,0.5555555555555556,1.0670938948757507,0.16666666666666663
3,GREEDY,0.2222222222222222,2,0.49999999999999994,1.276257364236179,0.22222222222222227
3,RANDOM,0.4444444444444444,0,0.4444444444444445,0.9470571522825083,0.16666666666666669
3,RANDOM,0.4444444444444444,1,0.6111111111111112,1.1178039622625855,0.0
3,RANDOM,0.4444444444444444,2,0.3055555555555556,0.6890092384766586,0.3055555555555556
3,WEIGHTED_RANDOM,0.4444444444444444,0,0.4444444444444445,1.5154125178887332,0.0
3,WEIGHTED_RANDOM,0.4444444444444444,1,0.41666666666666663,1.5065950881316383,0.027777777777777846
3,WEIGHTED_RANDOM,0.4444444444444444,2,0.41666666666666663,1.0096137581740383,0.027777777777777846
3,GREEDY,0.4444444444444444,0,0.7222222222222222,0.8828275435751074,0.0
3,GREEDY,0.4444444444444444,1,0.5555555555555556,1.0670938948757507,0.16666666666666663
3,GREEDY,0.4444444444444444,2,0.49999999999999994,1.276257364236179,0.22222222222222227
3,RANDOM,0.6666666666666666,0,0.4444444444444445,0.9470571522825083,0.16666666666666669
3,RANDOM,0.6666666666666666,1,0.6111111111111112,1.1178039622625855,0.0
3,RANDOM,0.6666666666666666,2,0.3055555555555556,0.6890092384766586,0.3055555555555556
3,WEIGHTED_RANDOM,0.6666666666666666,0,0.4444444444444445,1.5154125178887332,0.0
3,WEIGHTED_RANDOM,0.6666666666666666,1,0.41666666666666663,1.5065950881316383,0.027777777777777846
3,WEIGHTED_RANDOM,0.6666666666666666,2,0.41666666666666663,1.0096137581740383,0.027777777777777846
3,GREEDY,0.6666666666666666,0,0.7222222222222222,0.8828275435751074,0.0
3,GREEDY,0.6666666666666666,1,0.5555555555555556,1.0670938948757507,0.16666666666666663
3,GREEDY,0.6666666666666666,2,0.49999999999999994,1.276257364236179,0.22222222222222227
3,RANDOM,0.8888888888888888,0,0.4444444444444445,0.9470571522825083,0.16666666666666669
3,RANDOM,0.8888888888888888,1,0.6111111111111112,1.1178039622625855,0.0
3,RANDOM,0.8888888888888888,2,0.3055555555555556,0.6890092384766586,0.3055555555555556
3,WEIGHTED_RANDOM,0.8888888888888888,0,0.4444444444444445,1.5154125178887332,0.0
3,WEIGHTED_RANDOM,0.8888888888888888,1,0.41666666666666663,1.5065950881316383,0.027777777777777846
